,doc_id,doc_text,KILL,ARREST,ANY_ACTION,FAIL,FORCE
818,972,"new delhi: the vhp on thursday asserted it was determined to build a grand ram temple in ayodhya ""even if it is delayed"". in an informal chat with reporters here, the sangh parivar outfit''s senior vice-president acharya giriraj kishore said the acceptance of the carved stone by a central government representative on march 15 was ""on principle a victory for the vhp."" he said the vhp had climbed down on its earlier programme to shift the carved pillars to the acquired undisputed land not only because of the court order to maintain status quo there but also because, ""the purnahuti yagya is on and any bloodshed is considered inauspicious."" ""keeping this sanctity in mind, the vhp considered it appropriate to carry out the shila daan programme as per the government''s request,"" kishore said. he claimed that the vhp movement for shila daan has brought the ram temple issue to the centrestage once again. ""those who considered the temple as a non-issue must have realised our strength now,"" he said. ""even if delayed, a grand temple would be built at ayodhya,"" kishore said.  

Facebook Twitter Linkedin Mail",0,0,0,0,0
819,976,"ahmedabad: the national human rights commission has rejected the gujarat government''s report on the recent violence in the state and criticised its handling of the riots. commission chairman justice j s verma told reporters here on thursday that there was a ""general feeling of insecurity"" and ""normalcy has not yet been restored"" in the state. he said though the state government had submitted a preliminary report he has asked it to supply more information ""which is not yet provided"". he, however, refused to say when the new report has to be submitted and or if any specific time-frame has been given to the government to supply information. ""we cannot say what will be the outcome, it will take time. after collecting the information and material we will study it and then will come to a decision,"" he said. about allegations that nhrc was paying more heed to the minorities and therefore the victims of the majority community, who felt left out, mobbed up the commission on wednesday, justice verma said, ""we have given as much time as was needed. there was an open house in the afternoon (wednesday)."" he refused allegations that the nhrc had given an appointment to the people living at the saryunath camp to come for representation but did not hear them. ""i did not invite anyone here, they came on their own,"" he said. elaborating on what the nhrc has done so far he said, that the commission had taken suo motu cognisance of the reports published in the media. the commission was keeping a tab on the shaping of the events right from ""the godhra incident...which was indeed shameful...then the chain reaction that followed and then the continuous process... but we have not and will form opinion only after hearing every one."" he indicated that he might pay a second visit after about a month as chief minister narendra modi, who met him in the morning, had extended an invitation. related stories:Â nhrc chairman mobbed in ahmedabadÂ tension in ahmedabad after stabbing incident  

Facebook Twitter Linkedin Mail",0,0,0,0,0
820,978,"This story is from March 23, 2002

chandigarh: seniormost congress legislator kewal krishan was unanimously elected as the speaker of the punjab assembly, here, on friday. though the main opposition party, shiromani akali dal (sad), had not staked its claim to the coveted post, its president, parkash singh badal, while talking to mediapersons later, regretted that the government had not even bothered consult the opposition on the selection of the nominee. we had consulted the congress 1997 when its strength was just but this good tradition has not been honoured by the ruling party now,â€� he said. interestingly,kewal krishan had administered oath to the mlas on thursday as protem speaker. the septuagenarian congress leader was returned for the seventh time from mukerian constituency hoshiarpur district. he was elected to the punjab assembly for first time way back in 1969 and since then he has always been elected except in 1997. kewal krishan had earlier been deputy speaker and speaker in the mid-70s. he has twice been the finance minister, first in the early 80s and then from 1992 to 1997 in late beant singhâ€™s cabinet. he has the distinction of presenting nine budgets in the assembly. punjab chief minister amarinder singh proposed the name of kewal krishan, while sad legislator manpreet singh badal seconded the name on behalf of the opposition. later in the evening, the punjab assembly condoled the deaths in communal riots in gujarat and observed a twominute silence. the assembly also expressed sympathy with the victims of the doraha train blast. besides, the house paid rich tributes to lok sabha speaker g m c balayogi, former ministers sujan singh and kirpal singh makha, former mlas kanwar rajinder singh bedi and pritam singh, and former madhya pradesh governor serla grewal.",0,0,0,0,0
821,983,"This story is from March 23, 2002

gandhinagar: the bjp rulers of gujarat on friday adopted a belligerent mood, with two of its ministers resorting to unprecedented minority bashing in the wake of the second wave of communal violence that began in ahmedabad and other places of the state on march 15. senior cabinet minister fakirbhai vaghela, making an intervention in the state assembly, directly blamed the minorities for the recent disturbances in vatva, dani limda, kalupur, bapunagar, karanj, dariapur, shahpur, madhupura areas of ahmedabad. holding the portfolio of social justice and empowerment, vaghela said the minorities had attacked the dalits at all these places. he told the house to take a serious note of it. another minister, karsanbhai patel, in charge of the welfare of socially and educationally backward classes, keenly went deep into the reasons of the riots, saying their roots could be found in the ""anti-indian thinking"" of the muslims, despite the fact that ""nearly 95 per cent of them are converts from hinduism"". the sharply-worded remarks, curiously, stood in complete contrast to chief minister narendra modi''s appeal for restraint and tolerance on friday. appreciating the vishwa hindu parishad''s decision not to take out ''asthi yatra'' in the memory of the victims of godhra massacre, and that of tazia committees to avoid muharram procession, modi said in a statement here that these would go a long way in bringing about peace in the state. modi''s statement came soon after the congress spurned his proposal for a joint bjp-congress peace march to the income-tax circle in ahmedabad. instead, 40 congress mlas quietly walked out of the assembly in protest against the failure to handle the communal riots. soon after the walk-out at 8.45 am, following a short statement by congress deputy chief udesinh baria, the mlas sat on a dharna, singing ram dhun for three hours till 1 pm in front of the gandhi statue on the lawns of the assembly. patel said, ""mullahs, maulvis, congress and madrassas are responsible for anti-indian feelings among the muslims... who is responsible for their failure to be part of the national mainstream? i think, it is the congress'' sin of the last 50 years. it is not just the hindus'' misfortune but also that of the muslims of india."" approvingly referring to the march 17 bangalore rss resolution, he said, ""india''s muslims are not protected by police or military or political parties. they are protected by the inherent liberalism and non-communal nature of hindus."" patel added, ""the day the muslims lose the hindus'' goodwill, india''s police or military would not be able to save them. that is the reason why rss chief sudarshan said the muslims should try to obtain the goodwill of the hindus. to this, the congress reacted demanding ban on the rss. it is unfortunate that the muslims think that the bjp is its enemy. marxists, mullah-maulvis, those across the border, dawood ibrahim, bin laden, laskhar-e-toiba, jaish-i-mohammed are their enemies in the same way as the congress."" issues related with social justice to the minorities come directly under the departments headed by vaghela and patel. none of the two ministers, however, mentioned what had forced the muslims to leave their burnt houses and how the government proposes to solve their problems.",0,0,0,1,0
822,984,"This story is from March 25, 2002

ahmedabad: the income tax bar association has appealed to union finance minister yashwant sinha and central board of direct taxes for extending the time limit for filing returns of income and wealth for assessment years 2000-01 and 2001-02. extension has also been sought for the payment of advance income tax for the assessees of gujarat due to riots, curfew and disturbed situation in the state. in a statement, bar president jayesh mehta and secretary pranay shah appealed for extension of dates from march 31 to may 31. the bar pointed out that as a large number of business houses, shops and offices have been affected due to this condition, assessees are not in a position to file their returns before march 31. the bar complained that because of disturbances and curfew, people in gujarat are not able to go to their business places and the staff, too, haven''t been attending the offices regularly. they stated that even the state government has postponed the exams. besides, the offices of advocates, tax consultants and chartered accountants are in the curfew-bound areas and as a result of which, they are not able to open or work from their offices. it was feared that if the assessees fail in filing the returns, they will have to pay penalty of rs 5,000 under section 271f and may also have to face proceedings. similar extension was also sought for payment of advance income tax from march 15 to may 15.",0,0,0,0,0
823,991,"hyderabad: in an interesting assessment of the unfolding political situation, the cpm has decided to revive the third front as a contender for power and at the same time agreed to cooperate with the congress without having any alliance with it. the three-yearly party congress, which is in session here to formulate its policy direction for the future, has called for building the peopleâ€™s front as a â€˜â€˜secular, democratic alternative to the ruling nda at the centreâ€™â€™. however, the party on thursday made it clear that despite the need for cooperation with the congress to meet the challenge of the â€˜â€˜communal agenda of the bjp and its allies in the sangh parivar, it would not favour an electoral alliance with the main opposition partyâ€™â€™. briefing reporters on the deliberations, party politburo member sitaram yechury termed the congress as a â€˜â€˜pale saffron partyâ€™â€™. asked to explain the â€˜â€˜dichotomyâ€™â€™ of the new cpm stand on broad opposition unity, he claimed that in the assessment of his party, the congress shared some of the follies of the bjp. the party in a resolution said: â€˜â€˜the continuous fight against religious fundamentalism was stressed upon in the discussion; sharpening of these struggles will pave the way to build a combination of non-bjp, non-congress forces that alone can help to meet the present critical situation.â€™â€™ yechury, however, said that in a situation where supporting the congress remained the only option for preventing the bjp from coming to power, his party would not hesitate to do that. he cited the instance of maharashtra where the left lent support to the congress-led coalition government. apart from defining its own role in national politics, the cpm session discussed at some length the threat of minority fundamentalism. the issue had triggered a massive controversy within the party after west bengal chief minister buddhadeb bhattacharjee recently expressed concern over such a menace. if the trend of deliberations was any indication, the party seemed to have veered round to the view that there was need to account for this danger. â€˜â€˜minority fundamentalism is not the correct response to majority fundamentalism,â€™â€™ yechury said, hinting at the mood in the session. in another significant departure, the party openly attacked the bjp allies in the nda instead of persuading them to reconsider their position. â€˜â€˜the most opportunistic political elements are the nda allies,â€™â€™ yechury said, pointing out that had they put real pressure on the vajpayee government for the army deployment on the first day of the gujarat riots, many lives would have been saved. the new party line seems to be an effort to put pressure on the nda partners to reconsider their future in the alliance and make the congress amenable to the left susceptibility to certain aspects of the economic reforms which it endorsed.

Facebook Twitter Linkedin Mail",0,0,0,0,0
824,993,"This story is from March 27, 2002

ahmedabad: gujarat high court granted the ahmedabad police 20 days to arrest chairman of the general co-operative bank (genco) hasmukh shah, after assistant commissioner of police ahmedabad city ss chudasama stated that the police was ""finding it difficult"" to arrest him. the police further stated on tuesday that it would have been in a position to nab shah at the earliest, had he been a hard-core criminal. and that these were white-collar offenders and because of ""many other things"", they are finding it difficult to arrest them at the earliest. the police, however, assured the court that if a reasonable time of 20 days is given to them, then they will arrest the accused. the statement was made in the court when the matter came up for hearing before justice bj shethna, following an application filed by general co-operative bank depositors account holders association against the state of gujarat. advocate hr prajapati appeared for the applicants. the court observed, ""it is indeed a very sad story that none other than an officer of the rank of assistant commissioner of police is praying for 20 days time to arrest the respondents-accused, who are from ahmedabad. it is clear that after passing of the first order on march 13, 2001, the main accused-respondent and other accused have gone underground."" the court then granted the police the time sought for arresting shah, noting that one more opportunity was being given to the police to show its bonafides and competence. the court observed that if the police is sincere and desirous then nothing can prevent them from arresting the respondent-accused and implementing the order of the hc. shah has been facing allegations that in his capacity as chairman of the bank, he misappropriated upto rs 79 crore by creating bogus, false and fabricating documents and thereby led to the bank''s liquidation. the legal officer of the bank verified the entire bank records and found that serious irregularities were committed by the accused and others by advancing loans to his family members, relatives and friends, without following the legal procedures prescribed under the banking regulations and banking guidelines, without any security and surety. it was also found that a number of documents were fabricated in connivance with the officers of the bank by shah for misappropriating funds worth rs 79 crore. the three other accused are upendra shah, harish shah and maulesh shah. allegations have been also made against the investigating officer for adding and deleting various sections of the indian penal code and the banking regulations, 1961 to facilitate the accused to easily get bail from the court. considering the seriousness of the case, the hc had suspended the implementation and operation of the bail order passed by the metropolitan magistrate and considering the role played by police inspector tandel of naranpura police station, the assistant commissioner of police, b branch, was directed to arrest the accused forthwith. however, investigation in the case was transferred to city crime branch. the applicants then filed an application to pass appropriate orders to the authorities to arrest shah. the court disposed it, directing the trial court not to deal with other bail applications. but the police failed to arrest shah and the other accused, hence the fresh application.",0,0,1,1,0
825,1008,"saharanpur: former prime minister h d deve gowda has held gujarat chief minister narendra modi responsible for the communal violence in gujarat and demanded a judicial probe into the matter by sitting judges of the supreme court. gowda said the gujarat government had failed to prevent the godhra carnage and the violence that followed it. he said anti-terrorism law was very essential for our country where the people were badly affected by terrorism, but added the government could have taken the opinion of various political parties and legal experts before passing the bill. replying to a query, gowda said here saturday that the government was looking at the madrasas with some `doubt''. however, he said human resource development minister murli manohar joshi had told parliament the madrasas were doing good work in teaching poor muslim children in the country. regarding the ayodhya issue, the lok sabha mp said the matter could be resolved through a mutual dialogue.

Facebook Twitter Linkedin Mail",0,0,0,0,0
826,1009,"ayodhya: ram janambhoomi nyas president mahant paramhans ramchandra das on sunday said that construction of ram temple in ayodhya would ""start this year and was expected to be completed within next five years"". ""i am satisfied with the peaceful conduct of the shila daan ceremony on march 15 last and my efforts to build a ram temple would continue,"" the mahant said here. he expressed hope that the government would hand over the acquired land to the ram janambhoomi trust and claimed that there was no problem in doing so. when asked what would he do if the land was not handed over to the trust, paramhans said that he would take the land ""by force"". ""it is our property. we are not trying to grab the land of others. the land should be given to the nyas,"" paramhans said. when asked whether he was satisfied with the efforts of the prime minister atal bihari vajpayee to resolve the matter, he said that the issue could be resolved amicably if the government made ""sincere attempts"". however, paramhans said that he had no idea how vajpayee would go about settling the matter given his compulsions. ""the prime minister is already under pressure from his allies on this issue,"" he said. paramhans said that he was prepared to speak to muslims to resolve the matter. ""i have no problem in talking to the samajhdar muslims (wise muslims) to settle the matter,"" he said. ""every muslim knows that it is the birth place of lord ram"", the nyas president said. paramhans said that he spoke to home minister l k advani on phone, who assured that restrictions in ayodhya would be lifted within the next two-three days. advani has also assured he would take up the matter of restoration of train services to faizabad and ayodhya, the mahant added. paramhans had, on march 15, threatened to stage a dharna if the restrictions were not lifted within three days. related stories:Â singhal to sit on indefinite strike from todayÂ i saved govt''s honour, says mahantÂ sc judgements: 1994Â Â wednesday''s Â Â thursday''s Â ayodhya: a brief historyÂ full coverageÂ Â Â voice your opinion  

Facebook Twitter Linkedin Mail",0,0,0,0,0
827,1011,"indore: ajay gupta, prime accused in the petrol bomb attack on the all india radio (air) premises here during the vhp sponsored bandh on march 1, on tuesday surrendered before a chief judicial magistrate''s (cjm) court, police said. the cjm sanjay shukla remanded gupta to 15-days judicial custody, police said. earlier, the court had rejected anticipatory bail for gupta. gupta and few others had thrown two petrol bombs at the air premises which damaged two wheelers parked in the premises. gupta''s involvement in the incident was revealed following the recovery of his mobile phone from the spot. meanwhile, during interrogation, gupta revealed the names of other persons involved in the incident, police said, adding the accused had fled to ayodhya after the incident. district administration had issued orders to arrest gupta under national security act (nsa). gupta surrendered before the court after his mother was admitted to a hospital in critical condition, police said.

Facebook Twitter Linkedin Mail",0,1,1,0,0
828,1013,"This story is from March 25, 2002

ahmedabad: the state government on sunday announced a 13-member committee to oversee and review the functioning of relief camps set up after the communal flare-up. the members of the committee, chaired by governor sunder singh bhandari, are chief minister narendra modi, opposition leader naresh raval, former cm keshubhai patel, state bjp chief rajendrasinh rana, state congress president amarsinh chaudhary, industries minister suresh mehta, health minister ashok bhatt, mlas siddhartha patel and usmangani devdiwala, gcci president kalyan shah, sewa chairperson ela bhatt, ishwar patel of gandhi ashram and amtha desai of majoor mahajan sangh. the chief secretary and principal secretary, revenue, will be permanent invitee members on the panel, which has been set up on prime minister vajpayee''s direction. earleir on sunday, chief minister narendra modi met governor sunder singh bhandari immediately after his return from rajkot, to discuss the formation of the committee for monitoring the relief and rehabilitation activities to the riot-hit. sources in the government told tnn that the meeting lasted for some 30 minutes. earlier prime minister atal behari vajpayee had directed the state government to form a committee to be chaired by bhandari to oversee relief and rehabilitation work in the state. the all-party delegation which had visited gujarat had made a serious complaint before vajpayee that there were instances of discrimination in the relief and rehabilitation works in the state. this meeting followed media reports about the cm dilly-dallying on the prime minister''s directive. when contacted, modi confirmed to tnn that he had the governor in connection with the formation of the committee.",0,0,0,0,0
829,1014,"new delhi: expressing his personal anguish at the communal violence in gujarat — and his frustration, as head of state, at the failure of the narendra modi and vajpayee governments to protect the lives of innocent citizens — president k r narayanan declared on thursday that he would not be celebrating holi this year. ''at this moment when communal disturbances are taking place in parts of our country, it is important that we summon our traditional spirit of tolerance in order to establish peace and harmony among our people, he said in a message on the eve of holi. linking holi with communal harmony, narayanan observed that the festival of colours is symbolic of the multi-religious harmony that has existed in the country for centuries and the spirit of toleration that has been the essence of country's culture and civilisation. apart from not celebrating holi this year, narayanan declared he would also not receive any visitor on the day. if the earlier announcements by prime minister vajpayee and home minister l k advani that they would not celebrate holi had a somewhat hollow ring given their own political culpability for failing to rein in a partisan chief minister, the president's declaration is tantamount to a moral vote of no confidence in the two leaders. (congress president sonia gandhi also decided not to celebrate holi.) narayanan's message takes on special significance against the backdrop of warnings by citizens' groups in gujarat that sangh parivar activists are planning fresh attacks on the state's beleaguered muslim community. according reports lakhs of copies of an inflammatory and seditious pamphlet are being distributed in ahmedabad calling upon saffron extremists to indulge in more violence during holi. openly inciting attacks on muslims, the anonymous pamphlet says, ''police and army you also beware, you are also hindus...you should also support hindus.'' as on past occasions, president narayanan has not minced his words when it comes to taking a stand against violence. his message does seem to be in consonance with the mood of most citizens — who cannot understand how the riots and violence in gujarat have persisted for as long as a month. related stories

Facebook Twitter Linkedin Mail",0,0,0,0,0
830,1017,"new delhi: senior congress leader ghulam nabi azad, who is the longest-serving member of the congress working committee (cwc), was summarily shifted to jammu and kashmir as the president of the pradesh congress committee (pcc) on wednesday. before being shifted, azad was aicc general secretary in-charge of up, kerala and tamil nadu. azadâ€™s abrupt removal, which sent alarm bells ringing in congress circles, is not likely to be an isolated case. this move is being seen as a precursor to a series of changes in the party organisation. the organisational revamp and key changes at the state-level have been in the offing for several months but were delayed because of congress president sonia gandhiâ€™s preoccupation first with the assembly polls and then the parliament session. key changes in the party are expected within the next few days. senior party leaders were at pains to explain that azad was not being sidelined and that he was being moved to j&k to strengthen the party in the state which is due to go to polls later this year. congress spokesperson s jaipal reddy was quick to state that â€˜â€˜azad is one of the most trusted and competent leadersâ€™â€™, adding that his shift to j&k was similar to pranab mukherjeeâ€™s move to west bengal on election-eve. however, others pointed out that azad has been one of the most high- profile congress leaders and has always been entrusted with important party positions at the centre, adding that this is the first time that he is being sent to a state. he replaces mohammed shafi qureshi who had earlier resigned as pcc chief. it is also no coincidence that azadâ€™s removal comes barely a month after the partyâ€™s dismal performance in the assembly elections in up where the aicc general secretary was in- charge. congress circles are rife with speculation over the organisational changes. former uppcc chief salman khurshid is being tipped to replace azad as party general secretary. khurshid, however, is also in the race for the uppcc presidentship once again as there is tremendous pressure for the removal of the present state party chief s p jaiswal following the partyâ€™s poor showing in the assembly poll. party insiders said aicc general secretaries mahavir prasad, mohsina kidwai and oscar fernandes are also likely to be entrusted with other responsibilities. prasad, it was stated, will be replaced by a dalit and among the names being mentioned are former governor mata prasad, pravin rashtrapal from gujarat, g venkatswamy from andhra pradesh and h hanumanthappa from karnataka.

Facebook Twitter Linkedin Mail",0,0,0,0,0
831,1027,"This story is from March 29, 2002

hubli: stray incidents of stone pelting were reported from sadarsofa of hubli on friday during holi celebrations. otherwise, celebrations in hubli passed off peacefully. an autorickshaw was damaged on thursday night at karki basaveshwara nagar. police said seven persons who sustained minor injuries were treated as out patients at kims hospital. on friday, holi was celebrated in hosur, unkal, sainagar, ayodhya nagar, some areas of old hubli, ghodke oni and keshwapur. the festivities, which began on thursday will culminate on monday on a grand scale. some of the sensitive areas of the city celebrate holi on monday.",0,0,1,0,0
832,1028,"new delhi: former prime minister vp singh told the liberhan ayodhya commission of inquiry on tuesday that his offer to the vhp in 1990 was better than what they have got now. ""how is it that when i offered the adjoining land outside the disputed area for construction on the condition that they would abide by the court order, the vhp said ''no'' and insisted on going to the shilanyas site. but 12 years later, instead of construction, they achieve shila daan outside the acquired land. this can be explained politically,"" he said. according to singh: ""in 1990, the vhp wanted the government to fall. though i believe that the central government should not have been part of the shila daan, the vhp has given up its demand of going to the shilanyas site because it wants this government to continue. there is an obvious political contradiction here."" singh also referred to news reports which speak of deliberations between the bjp and rss. ""there is a growing feeling that they lost the election because they drifted away from temple issue,"" singh said. singh also dwelt at length on the ramjanambhoomi nyas. ""i have serious differences with the line the nyas has taken and the way it is defining hindutva. the vhp not only says that it will not abide by the court order but goes on mobilising people on this issue and creating a psyche against the court,"" he commented. without taking sides, he said the issue of whether there was a temple or a mosque in ayodhya should be resolved by the court or by mutual agreement.  

Facebook Twitter Linkedin Mail",0,0,1,0,0
833,833,"This story is from March 15, 2002

bangalore: chief minister s m krishna on thursday staged a dharna in protest against the godhra massacre and subsequent gujarat violence. the event to mark ""sarvadharma bhaavaikyata sankalpa diwas,"" was organised by the bangalore city, urban and rural district committees of the congress to condemn both incidents which ""has hurt the culture and the foundations of the country."" after garlanding the mahatma gandhi statue, krishna along with karnataka pradesh congress committee president allum veerabhadrappa and ministerial colleagues r.v. deshpande, c.r. sageer ahmed, c. motamma, qamarul islam and nafees fazal sat on chairs under the specially erected pandal. ""i am here as a citizen of this country and this state to promote sadhbhaavana. it is incidental that i am the cm,"" krishna said. a movement for sadhbhaavana was necessary at this point in time to dispel the ""mutual suspicion which is still lurking,"" krishna contended. posters put up all around the m.g. statue site said: ""we are indians, we are one;"" and ""we are indians, let us chain ourselves to bharatatva"" (as opposed to hindutva). stating it was a ""privilege"" to associate himself with a movement like this, krishna said: ""i think majority of the people in the state want communal harmony and respect for all. i want to join hands with them."" queried on the impact of the annual rss meet to strengthen their network, beginning in bangalore on friday, krishna said: ""i hope they will direct their efforts also towards sadhbhaavana."" former cm m. veerappa moily and senior kpcc office-bearers arrived well ahead of the cm to participate in the event. three religious heads belonging to the hindu, christian and muslim communities also participated in the dharna.",0,0,1,0,0
834,836,"This story is from March 16, 2002

gandhinagar: in the absence of the opposition congress on friday, which walked out en bloc from the state assembly to protest against suspension of their leader naresh raval, dissident bjp mlas jay narayan vyas, mahendra trivedi, arvind patel and atmaram parmar chose to embarrass senior ministers asking sharp questions on the neglect of the powerloom sector and state of the medical education in gujarat. participating in a question-hour debate, vyas fired the salvo by asking industries minister suresh mehta on what was being done to protect the state''s powerloom sector, facing stiff competition from the bhiwandi powerloom sector. he wanted to know whether or not the state government would provide fresh subsidies to the sector, currently suffering because of high electricity charges. surat mla atmaram patel wished to know what had happened to the committee formed to look into the problem. an embarrassed mehta replied that while the electricity tariff issue was something that the state government had no jurisdiction and a verdict on it was expected from the gujarat electricity regulatory commission (gerc), the issue whether to provide subsidy or not was under consideration. indicating that the proposed committee has not yet been formed, he said, ""this is also under consideration"". mehta informed the bjp mlas that the state had spent rs 195 crore as subsidy provided to the powerloom sector from august 2001 to october 2001. ""we had filed an affidavit with the gerc to bring down the electricity charges to the powerloom sector by 30 per cent. however, the gerc had refused to consider it. its judgment is awaited,"" he added. arvind patel wanted to know from state health minister ashok bhatt why non-gujaratis were preferred in 155 walk-in interviews for the post of medical tutors by signing bonds of rs 75,000. vyas commented, only ""outsiders were being encouraged"", while the gujaratis were made to fail in the interviews even if they had good marks. bhatt had to make frantic efforts to clarify that this was not so the case as quality matters. on the issue of having a postgraduate course in bhavnagar medical college, mahendra trivedi criticised bhatt for not giving exact time when it would start. bhatt merely said, ""we have fulfilled all the medical council of india (mci) conditions. we have asked the mci to send its inspectors to bhavnagar. we hope the classes will start soon.""",0,0,0,0,0
835,838,"This story is from March 16, 2002

varanasi: over 50 activists of vishwa hindu parishad (vhp) were arrested here on friday when they tried to take out a procession after performing puja at a temple in englishiya line. six more activists were arrested at maidagin while proceeding towards the city unit office. the day, however, passed off peacefully. activists of the bhartiya janata yuva morcha (bjym), led by its city president neel kanth tiwari, blocked the maldahiya crossing disrupting traffic for hours in protest against the demolition of a temple by the anti-encroachment squad of varanasi nagar nigam (vnn). earlier, the vhp activists offered puja at a temple near the city office at englishiya line area. the police arrested about 50 vhp activists, including spokesperson kameshwar upadhyay, near cantonment railway station. they were taken to the the police lines. the bjym activists also took out a procession from maidagin to englishiya line. on reaching the maldahiya crossing, they blocked the road in protest against the demolition of a small temple. demanding reconstruction of the temple, the activists also sought action against the nagar nigam officials. senior district administration and police officials, including sp (city) dk rai and adm (city) pp saxena tried to pacify the agitators. however, the bjym workers remained adamant on their stand. the road was cleared following the amna sunil kumar srivastavaâ€™s assurance that the temple would be reconstructed soon. an eerie calm prevailed in the city as people were anxious about the ayodhya situation. they were eager to know the latest development in the temple town. meanwhile, the jume-ki-namaz was offered peacefully at city mosques. the mufti-e-banaras maulana abdul batin appealed to members of his community to maintain communal harmony.",0,1,1,0,0
836,840,"This story is from March 30, 2002

hyderabad: telugu desam party president n chandrababu naidu called upon partymen to get into aggressive campaign mode and convince the people about the reasons for the recent harsh decisions like power hike. addressing members of the politburo, ministers, mps, mlas and party office bearers at ntr trust bhavan, he said people need to be explained in detail the reasons that compelled the government to marginally hike the power tariff. he said along with the reasons for the hike, emphasis also needs to be laid on the subsidies the government was bearing to see that the burden on the common man was a bare minimum. he said this was absolutely necessary to take the sting out of the combined â€œfalse campaignâ€™â€™ of the congress and the left parties, he said. he said while the congress was indulging in mud-slinging for narrow political gains, the tdp had taken steps to put the state economy back on the rails and bring in overall improvement in the state. â€œdo not think about what would happen in the hustings. i am confident that people will support us as long as we deliver the goods and live up to their expectations. congress does not have the capacity to match us in terms of discipline or vision. they only know how to throw mud on others, create obstacles in development and try to get political advantage. it is this which needs to be fought,â€™â€™ he added. the party had proved its secular credentials and had been cautioning the centre whenever it appeared to be wavering on issues like ayodhya and the recent violence in gujarat. tdp had categorically stated that all parties should abide by the verdict of supreme court. all other parties have followed us, he said.",0,0,0,0,0
837,846,"new delhi: as expected, the governmentâ€™s move to enact a new stringent anti-terrorism legislation was defeated on thursday night when the rajya sabha rejected the prevention of terrorism ordinance bill by 113-98 vote, with 30 members absent from the 245-member house. the effective strength of the house at present is 241 with four seats vacant. the voting was on the same lines as in the lok sabha with the congress and left parties leading the fight against enactment of the bill and the ruling national democratic alliance staying firm. the nationalist congress party voted with the nda and the bahujan samaj party stayed away. after an evenly-matched decibel contest when the issue was put to voice vote after a marathon seven-hour debate, chairman krishan kant called for a poll division. first, the counter-resolution of the opposition, moved by kapil sibal of the congress, rejecting the governmentâ€™s move, was put to vote. it was passed by 113-98 votes. following this, the official resolution, for passage of the bill, moved by home minister advani, was voted on. it was rejected by same margin of 113-98 votes. the government now plans to convene a joint session of both houses of parliament early next week. this would be only the third such occasion in independent india. the earlier joint sessions were in 1961, on an anti-dowry law, and in 1978, on a banking recruitment law. the government has a small majority in the total strength of both houses. replying to the debate, advani said critics who said poto would neither solve nor prevent terrorism were missing the point. â€˜â€˜the prevention of corruption act doesnâ€™t mean corruption will end; the anti-murder laws donâ€™t stop murders. but you do need a weapon for the law-enforcing agencies to catch and convict terrorists and thus also put some apprehension in the lattersâ€™ mind on the likelihood of getting caught....poto can only be a small part of the overall fight to tackle this huge menace...much more needs changing in society.â€™â€™ his opponents said all this ignored indian reality. in a country, where the police routinely torture people in custody to extract confessions, making such confessions legally usable as evidence was idiotic. and in a country, where the police and state administration can connive in pogroms, as in gujarat, a draconian law in their hands is a potentially fatal attack on the democratic foundation. â€˜â€˜you already have a preventive detention law in the national security act. the nhrc, a statutory body chaired by a former chief justice, has firmly said existing laws are enough to tackle terrorism and the bill cannot be supported under any circumstances. why then are you pushing it, when there is such widespread opposition?â€™â€™ pleaded jurist fali nariman.

Facebook Twitter Linkedin Mail",0,0,1,0,1
838,848,"patna: rashtriya janata dal legislature party (rjdlp) has reposed unflinching faith in the leadership of chief minister rabri devi and party supremo laloo prasad yadav. the meeting held at the official residence of rabri devi on friday evening pledged to show unity in the forthcoming rajya sabha elections, party sources said. rjd president laloo yadav is also a candidate for the march 28 elections to the rajya sabha. the meeting took serious exception to communal violence that claimed several lives in gujarat and criticised the centre and the narendra modi government for alleged inept handling of the situation. rjdlp also criticised the sangh parivar outfits and bjp for making a sinister bid to disturb peace of the country by raking up the construction of the ram temple in ayodhya.

Facebook Twitter Linkedin Mail",0,0,0,0,0
839,851,"new delhi: the left has disapproved of the governmentâ€™s decision to receive a shila from the temple activists through its nominee in ayodhya, terming the move as violative of the spirit of the supreme court order. â€˜â€˜this is the first instance of the government of india participating in a religious ceremony without any compulsion,â€™â€™ cpm parliamentary party leader somnath chatterjee told reporters on friday. in a letter to the prime minister, he pointed out that acceptance of the carved pillar by a government official in faizabad under instruction from the centre would make the government a â€˜â€˜participantâ€™â€™ in the ceremony. â€˜â€˜it is highly objectionable that a government official and, particularly the one who is representing the statutory receiver appointed by the court, should participate in such a ceremony which, even if held outise the area mentioned by the supreme court, will be against the spirit of the order,â€™â€™ the cpm leader told the pm. chatterjee assailed attorney-general soli sorabjee for his plea to the supreme court to allow puja.

Facebook Twitter Linkedin Mail",0,0,0,0,0
